customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
5716-EZXZN,Female,0.0,Yes,Yes,0.9027777777777778,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,1.0,Yes,Credit card (automatic),0.8039800995024875,0.7382760212324024
6837-BJYDQ,Male,0.0,No,No,0.041666666666666664,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.013432835820895536,0.004909993076390492
2135-RXIHG,Male,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.272636815920398,0.0030983152550196165
6440-DKQGE,Male,0.0,No,Yes,0.4166666666666667,Yes,No,DSL,No,Yes,Yes,No,Yes,No,0.5,No,Credit card (automatic),0.4601990049751244,0.2205342718670667
3466-BYAVD,Male,0.0,Yes,Yes,0.20833333333333334,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,0.0,Yes,Mailed check,0.5099502487562189,0.12146318947611356
3780-YVMFA,Female,0.0,Yes,Yes,0.1111111111111111,Yes,No,DSL,No,No,No,Yes,Yes,Yes,0.0,Yes,Electronic check,0.5004975124378109,0.06295291945534273
3874-EQOEP,Male,0.0,No,No,0.09722222222222222,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.0,No,Mailed check,0.763681592039801,0.07347103623355643
1679-JRFBR,Female,0.0,Yes,Yes,0.9722222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.5,Yes,Credit card (automatic),0.8945273631840797,0.9129644588045234
9073-ZZIAY,Male,0.0,Yes,Yes,0.8611111111111112,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Electronic check,0.6751243781094527,0.5996365105008077
3077-RSNTJ,Female,0.0,Yes,Yes,0.08333333333333333,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.014427860696517405,0.010927763674128779
6551-GNYDG,Female,0.0,Yes,Yes,0.19444444444444445,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.0,Yes,Bank transfer (automatic),0.6233830845771144,0.1308562197092084
9167-APMXZ,Female,0.0,No,No,0.3055555555555556,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Bank transfer (automatic),0.6557213930348259,0.208071774751904
2749-CTKAJ,Male,0.0,Yes,Yes,0.3055555555555556,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.018905472636815905,0.0462843295638126
6371-NZYEG,Male,0.0,Yes,Yes,0.2222222222222222,Yes,No,DSL,Yes,No,Yes,No,Yes,No,1.0,No,Mailed check,0.4577114427860697,0.11599353796445881
7554-NEWDD,Male,0.0,No,No,0.1388888888888889,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.07412935323383084,0.02686360489268405
8992-VONJD,Female,0.0,No,Yes,0.18055555555555555,Yes,No,DSL,Yes,Yes,No,No,No,No,0.0,Yes,Electronic check,0.3756218905472637,0.08605469651511655
0867-MKZVY,Female,0.0,Yes,No,0.2777777777777778,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.0,No,Electronic check,0.6383084577114428,0.18157742903300253
4482-EWFMI,Female,0.0,No,No,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5119402985074627,0.013431802446342025
4648-YPBTM,Male,0.0,No,No,0.7361111111111112,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,1.0,Yes,Bank transfer (automatic),0.5537313432835822,0.4545868912993307
2907-ILJBN,Female,0.0,Yes,Yes,0.1527777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Mailed check,0.02338308457711444,0.024821140087699055
6345-FZOQH,Male,0.0,Yes,No,0.9583333333333334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.01641791044776118,0.15516385875836605
3376-BMGFE,Female,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Bank transfer (automatic),0.5238805970149254,0.02933302561735518
5997-OPVFA,Male,0.0,Yes,No,1.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.7044776119402985,0.7195534271867067
3445-HXXGF,Male,1.0,Yes,No,0.8055555555555556,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,0.0,Yes,Electronic check,0.2691542288557214,0.30376182783291017
1159-WFSGR,Female,0.0,Yes,Yes,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Electronic check,0.021393034825870634,0.034918070620816984
7654-YWJUF,Male,0.0,Yes,No,0.5972222222222222,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,0.5,Yes,Bank transfer (automatic),0.6567164179104478,0.4062370182321717
1875-QIVME,Female,0.0,Yes,No,0.027777777777777776,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.8572139303482588,0.025848142164781908
6727-IOTLZ,Male,0.0,Yes,No,0.19444444444444445,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,1.0,No,Mailed check,0.6338308457711443,0.13419686129702285
0691-JVSYA,Female,0.0,Yes,No,0.7361111111111112,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.5,Yes,Bank transfer (automatic),0.7621890547263681,0.574821140087699
5918-VUKWP,Female,0.0,No,No,0.4444444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Bank transfer (automatic),0.02288557213930349,0.07336141241633971
1744-JHKYS,Female,0.0,Yes,No,0.4722222222222222,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Electronic check,0.06417910447761194,0.08786060466189707
2656-FMOKZ,Female,1.0,No,No,0.20833333333333334,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Mailed check,0.5592039800995026,0.13003692591737828
2070-FNEXE,Female,1.0,No,No,0.09722222222222222,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.0,No,Bank transfer (automatic),0.5791044776119403,0.0559427648280637
5947-SGKCL,Female,0.0,Yes,Yes,0.20833333333333334,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.8666666666666666,0.1777579044541888
3712-PKXZA,Male,0.0,Yes,No,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Credit card (automatic),0.02288557213930349,0.14230325409646896
6317-YPKDH,Female,0.0,No,No,0.013888888888888888,No,No phone service,DSL,No,Yes,No,No,No,No,0.0,No,Bank transfer (automatic),0.11641791044776119,0.0012866374336487421
6582-OIVSP,Female,0.0,No,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,No,No,0.0,No,Mailed check,0.2691542288557214,0.0030579275328871448
9367-WXLCH,Male,0.0,No,No,0.1111111111111111,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,No,Bank transfer (automatic),0.6592039800995025,0.07429609969997693
5524-KHNJP,Male,0.0,Yes,Yes,0.4583333333333333,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,0.5,No,Credit card (automatic),0.5621890547263682,0.2809254558042926
1918-ZBFQJ,Female,0.0,No,No,0.18055555555555555,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0.0,Yes,Electronic check,0.6069651741293532,0.1261077775213478
1024-GUALD,Female,0.0,Yes,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,0.0,Yes,Electronic check,0.06517412935323384,0.0006923609508423724
4827-USJHP,Male,0.0,No,No,0.2777777777777778,Yes,No,DSL,No,Yes,No,No,No,No,0.0,Yes,Mailed check,0.33383084577114425,0.11597622894068775
8167-GJLRN,Male,0.0,No,No,0.041666666666666664,No,No phone service,DSL,No,No,No,Yes,No,No,0.0,No,Electronic check,0.12089552238805969,0.0073101777059773835
0956-SYCWG,Female,0.0,No,No,0.18055555555555555,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Electronic check,0.013930348258706454,0.02607892914839603
8017-UVSZU,Female,0.0,Yes,No,0.5555555555555556,Yes,Yes,DSL,No,Yes,No,No,No,No,0.0,No,Credit card (automatic),0.38159203980099504,0.2723632587122086
7100-FQPRV,Male,0.0,Yes,Yes,0.5972222222222222,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,0.5,Yes,Credit card (automatic),0.5338308457711444,0.36401453957996766
2472-OVKUP,Male,0.0,Yes,No,0.08333333333333333,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,0.0,Yes,Electronic check,0.7238805970149254,0.0591045465035772
2984-RGEYA,Female,0.0,Yes,Yes,0.9583333333333334,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.014925373134328358,0.15654281098546044
9680-NIAUV,Female,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,1.0,No,Credit card (automatic),0.9099502487562189,0.935898915301177
2146-EGVDT,Male,0.0,Yes,Yes,0.8194444444444444,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.010447761194029858,0.13546042003231018
2604-IJPDU,Female,0.0,Yes,No,0.2777777777777778,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,0.0,Yes,Electronic check,0.7791044776119402,0.21726863604892685
9178-JHUVJ,Male,0.0,Yes,Yes,0.3333333333333333,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,Yes,Bank transfer (automatic),0.05820895522388061,0.0656127394414955
6168-YBYNP,Male,0.0,No,No,0.8194444444444444,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.9263681592039801,0.7501673205631202
7255-SSFBC,Male,0.0,Yes,Yes,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.9353233830845771,0.9257846757442879
3645-DEYGF,Male,0.0,No,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Mailed check,0.024875621890547265,0.00022501730902377097
9323-HGFWY,Female,0.0,Yes,No,0.375,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.8323383084577115,0.3072178629125317
8544-GOQSH,Female,0.0,No,No,0.19444444444444445,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0.0,Yes,Credit card (automatic),0.6149253731343284,0.1261827832910224
3363-DTIVD,Male,0.0,Yes,Yes,0.9861111111111112,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,1.0,No,Electronic check,0.8686567164179104,0.8523771059312255
7018-WBJNK,Male,0.0,No,Yes,0.18055555555555555,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Credit card (automatic),0.5975124378109452,0.11714170320793908
9142-KZXOP,Male,0.0,No,No,0.6111111111111112,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Credit card (automatic),0.5034825870646765,0.33927417493653356
7674-YTAFD,Female,0.0,No,No,0.4583333333333333,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,0.5,Yes,Bank transfer (automatic),0.6139303482587065,0.30764481883221784
6348-SNFUS,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes,1.0,Yes,Credit card (automatic),0.37014925373134333,0.48008308331410104
1285-OKIPP,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.0,No,Electronic check,0.6134328358208956,0.0070505423494114944
7825-ECJRF,Female,0.0,No,No,0.2638888888888889,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.0,Yes,Electronic check,0.8791044776119402,0.2210535425801985
1347-KTTTA,Male,0.0,Yes,No,0.8888888888888888,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.8378109452736319,0.765670436187399
7841-TZDMQ,Male,0.0,No,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.27611940298507465,0.007581352411723979
4195-NZGTA,Female,0.0,No,No,0.013888888888888888,No,No phone service,DSL,No,No,No,No,No,No,0.0,No,Electronic check,0.06965174129353234,0.0007442880221555504
7157-SMCFK,Male,0.0,No,Yes,0.8472222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.014925373134328358,0.12755596584352644
4709-LKHYG,Female,0.0,Yes,Yes,0.4027777777777778,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,No,Electronic check,0.017412935323383085,0.06014885760443111
2504-DSHIH,Male,1.0,Yes,No,0.3194444444444444,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.0,No,Electronic check,0.682089552238806,0.22583083314101085
0699-NDKJM,Female,0.0,Yes,No,0.7916666666666666,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.0,Yes,Bank transfer (automatic),0.40298507462686567,0.39448996076621273
9286-BHDQG,Male,0.0,Yes,Yes,1.0,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,1.0,No,Credit card (automatic),0.26865671641791045,0.36014308792984073
0230-WEQUW,Male,0.0,Yes,No,0.9166666666666666,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,1.0,Yes,Bank transfer (automatic),0.38159203980099504,0.4350796215093468
2040-LDIWQ,Male,0.0,Yes,Yes,0.9027777777777778,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Bank transfer (automatic),0.6562189054726368,0.6122432494807293
6496-JDSSB,Female,0.0,No,No,0.1111111111111111,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.0,Yes,Bank transfer (automatic),0.6144278606965174,0.06990537733671821
9408-SSNVZ,Female,0.0,No,No,0.05555555555555555,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.5164179104477612,0.028796445880452343
4443-EMBNA,Female,0.0,Yes,No,0.9861111111111112,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Bank transfer (automatic),0.06467661691542288,0.2097969074544196
6469-MRVET,Male,0.0,Yes,Yes,0.013888888888888888,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Electronic check,0.019402985074626858,0.00016155088852988676
0742-MOABM,Male,0.0,Yes,No,0.05555555555555555,Yes,No,DSL,No,No,No,Yes,No,No,0.0,No,Mailed check,0.3164179104477612,0.018526425109623816
5961-VUSRV,Female,0.0,No,No,0.16666666666666666,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.5,Yes,Bank transfer (automatic),0.01094527363184081,0.0231421647819063
6778-JFCMK,Male,0.0,No,No,0.3333333333333333,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,0.5,Yes,Mailed check,0.3218905472636816,0.1465439649203785
6341-JVQGF,Female,0.0,Yes,Yes,0.4305555555555556,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,0.5,Yes,Mailed check,0.6258706467661692,0.2915935841218555
2232-DMLXU,Female,0.0,Yes,No,0.013888888888888888,Yes,No,DSL,No,No,No,No,Yes,No,0.0,No,Mailed check,0.36766169154228856,0.0042003231017770605
4811-JBUVU,Male,0.0,No,No,0.4166666666666667,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,0.0,Yes,Credit card (automatic),0.7129353233830846,0.31206438956842836
0945-TSONX,Female,0.0,Yes,Yes,0.6527777777777778,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.6671641791044776,0.47178052157858297
2651-ZCBXV,Male,0.0,No,No,0.75,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,1.0,Yes,Credit card (automatic),0.8930348258706468,0.6625721209323794
3316-UWXUY,Male,0.0,No,No,0.6944444444444444,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,0.0,Yes,Credit card (automatic),0.7487562189054726,0.5456612047080545
8937-RDTHP,Male,0.0,No,No,0.013888888888888888,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,0.0,Yes,Mailed check,0.6601990049751243,0.007592891760904685
7083-MIOPC,Female,0.0,No,No,1.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Credit card (automatic),0.01990049751243781,0.17864066466651282
1984-GPTEH,Female,0.0,No,No,0.4027777777777778,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,No,Electronic check,0.06865671641791044,0.07883683360258482
1251-KRREG,Male,0.0,No,No,0.027777777777777776,Yes,Yes,DSL,No,Yes,No,No,No,No,0.0,Yes,Mailed check,0.3597014925373134,0.010996999769213017
0621-JFHOL,Female,0.0,No,No,0.1388888888888889,No,No phone service,DSL,No,No,No,Yes,No,No,1.0,Yes,Mailed check,0.1129353233830846,0.03233902607892915
9903-LYSAB,Male,0.0,Yes,No,0.25,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.0,Yes,Electronic check,0.546268656716418,0.14852873297945998
0094-OIFMO,Female,1.0,No,No,0.1527777777777778,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0.0,Yes,Electronic check,0.763681592039801,0.1271059312254789
9227-UAQFT,Male,0.0,No,No,0.2222222222222222,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1.0,No,Mailed check,0.014925373134328358,0.030642741749365338
7301-ABVAD,Female,0.0,No,No,1.0,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.6800995024875621,0.730636972074775
6614-FHDBO,Male,0.0,No,No,1.0,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,1.0,No,Bank transfer (automatic),0.9049751243781095,0.9069351488576044
7576-ASEJU,Female,0.0,Yes,Yes,0.5694444444444444,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,0.5,Yes,Credit card (automatic),0.5616915422885572,0.36566466651280866
9058-HRZSV,Female,1.0,Yes,No,0.9027777777777778,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.0,No,Electronic check,0.7577114427860697,0.7047484421878606
4522-AKYLR,Female,1.0,No,No,0.18055555555555555,Yes,No,DSL,No,Yes,Yes,No,No,No,0.0,Yes,Electronic check,0.363681592039801,0.08221786291253173
0221-WMXNQ,Male,1.0,No,No,0.05555555555555555,Yes,No,Fiber optic,Yes,No,No,No,No,No,0.0,No,Electronic check,0.5681592039800994,0.029379183014078002
0303-UNCIP,Male,0.0,No,No,0.5694444444444444,Yes,Yes,DSL,No,No,Yes,No,No,Yes,0.5,No,Mailed check,0.4651741293532338,0.28998384491114704
9947-OTFQU,Male,1.0,No,No,0.20833333333333334,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.0,Yes,Electronic check,0.5587064676616916,0.12179783060235402
0322-YINQP,Male,0.0,No,No,0.013888888888888888,Yes,No,DSL,Yes,No,No,No,No,No,0.0,Yes,Mailed check,0.3014925373134328,0.0034329563812600964
0959-WHOKV,Male,0.0,No,No,0.5833333333333334,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.5,Yes,Electronic check,0.8034825870646766,0.49384375721209317
4075-JFPGR,Female,0.0,Yes,No,0.7083333333333334,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,0.5,Yes,Electronic check,0.7487562189054726,0.5308966074313409
4629-NRXKX,Female,0.0,Yes,Yes,0.027777777777777776,Yes,No,Fiber optic,No,No,No,No,No,No,0.0,No,Electronic check,0.518905472636816,0.014810754673436418
9514-JDSKI,Male,1.0,Yes,No,0.013888888888888888,No,No phone service,DSL,No,Yes,No,No,Yes,No,0.0,No,Electronic check,0.218407960199005,0.0024694207246711286
3282-ZISZV,Male,0.0,No,Yes,0.4444444444444444,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,0.5,No,Credit card (automatic),0.6512437810945274,0.3016962843295638
3675-YDUPJ,Male,0.0,No,No,0.1388888888888889,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.0,Yes,Mailed check,0.01592039800995026,0.020107315947380567
4111-BNXIF,Female,0.0,Yes,Yes,0.9305555555555556,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,1.0,Yes,Electronic check,0.41094527363184075,0.47139395338102924
7017-VFHAY,Female,0.0,Yes,Yes,0.8472222222222222,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,1.0,No,Credit card (automatic),0.963681592039801,0.8065255019616893
6655-LHBYW,Male,0.0,No,No,0.6944444444444444,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.5,No,Credit card (automatic),0.9562189054726368,0.6660858527579044
4959-JOSRX,Female,0.0,Yes,No,0.027777777777777776,Yes,No,DSL,No,No,No,No,No,No,0.0,Yes,Credit card (automatic),0.26218905472636816,0.007125548119086084
5046-NUHWD,Female,1.0,Yes,No,0.4027777777777778,No,No phone service,DSL,Yes,No,Yes,No,No,Yes,0.0,Yes,Electronic check,0.26616915422885573,0.1396088160627741
7273-TEFQD,Male,1.0,No,No,0.041666666666666664,No,No phone service,DSL,No,No,Yes,No,No,Yes,0.0,Yes,Electronic check,0.22786069651741292,0.013085621970920839
3606-TWKGI,Male,1.0,No,No,0.18055555555555555,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.0,Yes,Electronic check,0.882089552238806,0.15526194322640202
7529-ZDFXI,Male,1.0,Yes,No,0.7916666666666666,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,0.0,Yes,Electronic check,0.7124378109452736,0.5661839372259405
7605-BDWDC,Female,0.0,No,No,0.4305555555555556,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,1.0,Yes,Bank transfer (automatic),0.3144278606965174,0.1732402492499423
